,
42,86,A6,0,0,0,0,0,0,
41,86,26,3C,28,41,83,A7,0,
18,0,7F,70,A,0,0,0,19,
56,0,80,0,0,0,0,0,0,
D0,7D,FF,0,0,E2,7,0,0,
61,0,29,0,D7,1,C0,80,28,
70,0,0,0,0,0,5,0,0,
18,0,7F,70,C,0,0,0,1B,
40,0,42,43,43,0,0,C,21,
41,86,26,3B,28,41,83,A7,0,
D1,B9,11,0,0,0,0,0,0,
18,0,7F,70,E,0,0,0,1D,
52,F0,C4,0,0,0,2,0,3,
52,F0,D4,0,0,0,2,0,3,
D2,0,0,FF,FF,0,0,0,0,
C3,3,0,0,0,0,0,0,0,
56,0,80,0,0,0,0,0,0,
18,0,7F,70,0,0,0,0,F,
42,40,2,0,0,0,0,0,0,
42,86,A6,0,0,0,0,0,0,
C6,7,0,0,0,0,0,0,0,
40,0,43,43,43,0,0,C,21,
18,0,7F,70,2,0,0,0,11,
52,F0,E4,0,0,0,2,0,3,
40,0,45,40,43,0,0,C,21,
44,C0,0,52,19,8,A4,A0,0,
56,0,80,0,0,0,0,0,0,
18,0,7F,70,4,0,0,0,13,
75,0,0,0,0,0,0,0,10,
41,85,26,3A,28,41,83,A7,0,
61,0,29,0,D7,2,50,7E,28,
70,0,0,0,0,0,6,0,0,
18,0,7F,70,6,0,0,0,15,
56,0,80,0,0,0,0,0,0,
D2,0,0,FF,FF,0,0,0,0,
44,C0,0,52,19,8,A4,A0,0,
82,CA,50,8A,9C,BC,0,20,0,
18,0,7F,70,8,0,0,0,17,
40,0,48,40,43,0,0,C,21,
42,85,A6,0,0,0,0,0,0,
41,85,26,3A,28,41,83,A7,0,
18,0,7F,70,A,0,0,0,19,
56,0,80,0,0,0,0,0,0,
52,F0,4,0,0,0,2,0,3,
41,85,26,3A,28,41,83,A7,0,
44,C0,0,52,19,8,A4,A0,0,
18,0,7F,70,C,0,0,0,1B,
40,0,49,3C,43,0,0,C,21,
74,8,0,0,0,0,0,0,0,
42,85,A6,0,0,0,0,0,0,
40,0,4A,3C,43,0,0,C,21,
18,0,7F,70,E,0,0,0,1D,
56,0,80,0,0,0,0,0,0,
40,0,4B,3C,43,0,0,C,21,
44,C0,0,52,19,8,A4,A0,0,
61,0,29,0,D7,3,20,82,28,
70,0,0,0,0,0,7,0,0,
18,0,7F,70,0,0,0,0,F,
40,0,4C,3F,43,0,0,C,21,
42,85,A6,0,0,0,0,0,0,
52,F0,14,0,0,0,2,0,3,
18,0,7F,70,2,0,0,0,11,
40,42,2,0,0,0,0,0,0,
40,0,4D,3F,43,0,0,C,21,
44,C0,0,52,19,8,A4,A0,0,
72,0,30,0,0,0,0,0,0,
18,0,7F,70,4,0,0,0,13,
D0,7D,FF,1,0,E2,7,0,0,
40,0,4E,3F,43,0,0,C,21,
3B,0,0,E,6,0,0,37,FE,
D1,BC,11,0,0,0,0,0,0,
18,0,7F,70,6,0,0,0,15,
52,F0,34,0,0,0,2,0,3,
D0,7D,FF,0,0,E2,7,FF,0,
44,C0,0,52,19,8,A4,A0,0,
56,0,80,0,0,0,0,0,0,
18,0,7F,70,8,0,0,0,17,
40,0,40,40,43,0,0,C,21,
42,85,A6,0,0,0,0,0,0,
61,0,29,0,D7,4,40,7E,28,
70,0,0,0,0,0,8,0,0,
18,0,7F,70,A,0,0,0,19,
56,0,80,0,0,0,0,0,0,
D0,7D,FF,0,0,E2,7,0,0,
44,C0,0,52,19,8,A4,A0,0,
18,0,7F,70,C,0,0,0,1B,
C8,9,0,0,0,0,0,0,0,
82,CA,70,8A,9C,BC,0,20,0,
42,85,A6,0,0,0,0,0,0,
41,85,26,3A,28,41,83,A7,0,
18,0,7F,70,E,0,0,0,1D,
52,F0,54,0,0,0,2,0,3,
40,0,43,3F,43,0,0,C,21,
D3,0,6,C0,F,70,0,EA,
56,0,80,0,0,0,0,0,0,
18,0,7F,70,0,0,0,0,F,
41,85,26,3A,28,41,83,A7,0,
40,0,44,3F,43,0,0,C,21,
42,85,A6,0,0,0,0,0,0,
41,85,26,3B,28,41,83,A7,0,
18,0,7F,70,2,0,0,0,11,
56,0,80,0,0,0,0,0,0,
52,F0,64,0,0,0,2,0,3,
42,85,A6,0,0,0,0,0,0,
61,0,29,0,D7,5,70,85,28,
18,0,7F,70,4,0,0,0,13,
70,0,0,0,0,0,9,0,0,
40,0,46,3F,43,0,0,C,21,
42,85,A6,0,0,0,0,0,0,
40,0,45,3F,43,0,0,C,21,
18,0,7F,70,6,0,0,0,15,
56,0,80,0,0,0,0,0,0,
52,F0,74,0,0,0,2,0,3,
42,85,A6,0,0,0,0,0,0,
72,0,40,0,0,0,0,0,0,
DD,1E,0,0,0,0,0,0,0,
18,0,7F,70,8,0,0,0,17,
82,CA,80,8A,9C,BC,0,20,0,
42,85,A6,0,0,0,0,0,0,
42,40,2,0,0,0,0,0,0,
18,0,7F,70,A,0,0,0,19,
52,F0,84,0,0,0,2,0,3,
40,0,49,3E,43,0,0,C,21,
41,85,26,3B,28,40,83,A7,0,
56,0,80,0,0,0,0,0,0,
18,0,7F,70,C,0,0,0,1B,
D0,7D,FF,0,0,E2,7,0,0,
40,0,4A,3E,43,0,0,C,21,
61,0,29,0,D7,6,20,7D,28,
D1,BC,11,0,0,0,0,0,0,
18,0,7F,70,E,0,0,0,1D,
70,0,0,0,0,0,A,0,0,
D0,7D,FF,0,0,E2,7,0,0,
44,C0,0,52,19,8,A4,A0,0,
56,0,80,0,0,0,0,0,0,
18,0,7F,70,0,0,0,0,F,
41,85,26,3B,28,40,83,A7,0,
40,0,4C,41,43,0,0,C,21,
42,85,A6,0,0,0,0,0,0,
18,0,7F,70,2,0,0,0,11,
56,0,80,0,0,0,0,0,0,
52,F0,A4,0,0,0,2,0,3,
D1,0,0,0,0,
44,C0,0,52,19,8,A4,A0,0,
41,85,26,3B,28,40,83,A7,0,
18,0,7F,70,4,0,0,0,13,
82,CA,90,8A,9C,BC,0,20,0,
40,0,4E,40,43,0,0,C,21,
42,85,A6,0,0,0,0,0,0,
18,0,7F,70,6,0,0,0,15,
41,85,26,3B,28,40,83,A7,0,
52,F0,B4,0,0,0,2,0,3,
D2,0,0,FF,FF,0,0,0,0,
61,0,29,0,D7,7,B0,79,28,
18,0,7F,70,8,0,0,0,17,
70,0,0,0,0,0,B,0,0,
40,42,2,0,0,0,0,0,0,
42,85,A6,0,0,0,0,0,0,
40,0,4F,40,43,0,0,C,21,
18,0,7F,70,A,0,0,0,19,
56,0,80,0,0,0,0,0,0,
52,F0,C4,0,0,0,2,0,3,
D2,0,0,FF,FF,0,0,0,0,
72,0,50,0,0,0,0,0,0,
18,0,7F,70,C,0,0,0,1B,
40,0,41,40,43,0,0,C,21,
40,0,42,40,43,0,0,C,21,
42,85,A6,0,0,0,0,0,0,
41,85,26,3B,28,40,83,A7,0,
18,0,7F,70,E,0,0,0,1D,
56,0,80,0,0,0,0,0,0,
52,F0,D4,0,0,0,2,0,3,
D4,0,0,0,0,0,0,0,0,
44,C0,0,52,19,8,A4,A0,0,
18,0,7F,70,0,0,0,0,F,
82,CA,A0,8A,9C,BC,0,20,0,
40,0,44,40,43,0,0,C,21,
61,0,29,0,D7,8,30,86,28,
40,0,43,40,43,0,0,C,21,
18,0,7F,70,2,0,0,0,11,
70,0,0,0,0,0,C,0,0,
52,F0,E4,0,0,0,2,0,3,
42,85,A6,0,0,0,0,0,0,
44,C0,0,52,19,8,A4,A0,0,
18,0,7F,70,4,0,0,0,13,
56,0,80,0,0,0,0,0,0,
40,0,46,41,43,0,0,C,21,
D1,B9,11,0,0,0,0,0,0,
41,85,26,3C,28,40,83,A7,0,
18,0,7F,70,6,0,0,0,15,
52,F0,F4,0,0,0,2,0,3,
40,0,47,41,43,0,0,C,21,
44,C0,0,52,19,8,A4,A0,0,
56,0,80,0,0,0,0,0,0,
18,0,7F,70,8,0,0,0,17,
40,0,48,41,43,0,0,C,21,
41,85,26,3C,28,40,83,A7,0,
42,85,A6,0,0,0,0,0,0,
18,0,7F,70,A,0,0,0,19,
56,0,80,0,0,0,0,0,0,
52,F0,4,0,0,0,2,0,3,
D2,0,0,FF,FF,0,0,0,0,
61,0,29,0,D7,9,0,7B,28,
18,0,7F,70,C,0,0,0,1B,
42,40,2,0,0,0,0,0,0,
82,CA,B0,8A,9C,BC,0,20,0,
42,85,A6,0,0,0,0,0,0,
D0,7D,FF,0,0,E2,7,0,0,
18,0,7F,70,E,0,0,0,1D,
56,0,80,0,0,0,0,0,0,
52,F0,14,0,0,0,2,0,3,
D2,0,0,FF,FF,0,0,0,0,
72,0,60,0,0,0,0,0,0,
18,0,7F,70,0,0,0,0,F,
40,0,4B,41,43,0,0,C,21,
40,0,4C,41,43,0,0,C,21,
42,85,A6,0,0,0,0,0,0,
41,85,26,3D,28,40,83,A7,0,
18,0,7F,70,2,0,0,0,11,
56,0,80,0,0,0,0,0,0,
52,F0,24,0,0,0,2,0,3,
D3,0,6,C0,F,70,0,F7,
44,C0,0,52,19,8,A4,A0,0,
18,0,7F,70,4,0,0,0,13,
40,0,4D,3F,43,0,0,C,21,
40,0,4E,3F,43,0,0,C,21,
61,0,29,0,D7,A,0,83,28,
41,85,26,3D,28,40,83,A7,0,
18,0,7F,70,6,0,0,0,15,
70,0,0,0,0,0,E,0,0,
52,F0,34,0,0,0,2,0,3,
41,85,26,3D,28,40,83,A7,0,
44,C0,0,52,19,8,A4,A0,0,
18,0,7F,70,8,0,0,0,17,
82,CA,C0,8A,9C,BC,0,20,0,
