19:23:16.240364,0,
19:23:17.246557,136.00,96.00,0.00,0.00,0.00,0.00,
19:23:17.247567,136.00,96.00,0.00,0.00,0.00,0.00,
19:23:17.249487,135.00,100.00,0.00,0.00,0.0ø00.00,0.00,0.00,0.00,0.00,
19:23:17.250882,135.00,100.00,0.00,0.00,0.00,0.00,
19:23:17.251832,135.00,100.00,0.00,0.00,0.00,0.00,
19:23:17.252739,135.00,100.00,0.00,0.00,0.0ø0.00,0.00,0.00,0.00,0.00,0.00,
19:23:17.887783,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:17.891321,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:17.892255,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:17.897017,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:17.900638,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:17.901493,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:17.905090,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:17.908769,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:17.909621,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:17.913221,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:17.916891,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:17.920553,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:17.921428,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:17.925022,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:17.928733,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:17.931309,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:17.933194,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:17.936806,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:17.940471,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:17.941345,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:17.944949,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:17.949888,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:17.950743,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:17.954351,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:17.958238,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:17.959198,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:17.962467,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:17.966128,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:17.969819,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:17.970676,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:17.974259,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:17.977935,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:17.978780,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:17.982370,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:17.986063,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:17.989723,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:17.990599,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:17.994267,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:17.997887,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:17.998748,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.003560,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.007276,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.008122,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.011695,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.015382,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.019252,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.020993,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.024125,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.027624,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.029400,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.032444,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.035984,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.038103,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.040944,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.048397,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.050515,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.052712,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.054698,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.056907,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.059071,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.066614,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.069089,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.071050,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.073240,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.075288,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.077533,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.080106,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.082590,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.085204,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.087440,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.090287,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.094128,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.096803,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.098995,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.101767,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.105148,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.107426,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.110057,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.114592,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.117964,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.119240,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.122160,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.125756,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.126648,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.130148,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.133789,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.134637,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.138260,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.141923,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.145607,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.146472,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.150064,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.153725,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.154578,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.158424,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.161900,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.166785,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.167680,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.171243,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.174909,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.175753,135.00,0.00,0.00,0.00,0.00,0.00,
19:23:18.179366,135.00,0.00,0.00,0.00,0.00,0.00,
